KRAKEN:0GEUR
KRAKEN:FIDAUSD
KRAKEN:FILETH
KRAKEN:FILEUR
KRAKEN:FILGBP
KRAKEN:FILUSD
KRAKEN:FILXBT
KRAKEN:FISEUR
KRAKEN:FISUSD
KRAKEN:FLOKIEUR
KRAKEN:FLOKIUSD
KRAKEN:FLOWEUR
KRAKEN:FLOWUSD
KRAKEN:FLREUR
KRAKEN:FLRUSD
KRAKEN:FLUXEUR
KRAKEN:FLUXUSD
KRAKEN:FLYEUR
KRAKEN:FLYUSD
KRAKEN:FOLKSEUR
KRAKEN:FOLKSUSD
KRAKEN:FORESTEUR
KRAKEN:FORESTUSD
KRAKEN:FORTHEUR
KRAKEN:FORTHUSD
KRAKEN:FWOGEUR
KRAKEN:FWOGUSD
KRAKEN:FXSEUR
KRAKEN:FXSUSD
KRAKEN:GAIAEUR
KRAKEN:GAIAUSD
KRAKEN:GAIBEUR
KRAKEN:GAIBUSD
KRAKEN:GALAEUR
KRAKEN:GALAUSD
KRAKEN:GALEUR
KRAKEN:GALUSD
KRAKEN:GARIEUR
KRAKEN:GARIUSD
KRAKEN:GEUR
KRAKEN:GFIEUR
KRAKEN:GFIUSD
KRAKEN:GHIBLIEUR
KRAKEN:GHIBLIUSD
KRAKEN:GHSTEUR
KRAKEN:GHSTUSD
KRAKEN:GIGAEUR
KRAKEN:GIGAUSD
KRAKEN:GLMREUR
KRAKEN:GLMRUSD
KRAKEN:GMTEUR
KRAKEN:GMTUSD
KRAKEN:GMXEUR
KRAKEN:GMXUSD
KRAKEN:GNOEUR
KRAKEN:GNOUSD
KRAKEN:GOATEUR
KRAKEN:GOATUSD
KRAKEN:GOMININGEUR
KRAKEN:GOMININGUSD
KRAKEN:GRASSEUR
KRAKEN:GRASSUSD
KRAKEN:GRIFFAINEUR
KRAKEN:GRIFFAINUSD
KRAKEN:GRTEUR
KRAKEN:GRTGBP
KRAKEN:GRTUSD
KRAKEN:GRTXBT
KRAKEN:GSTEUR
KRAKEN:GSTUSD
KRAKEN:GTCEUR
KRAKEN:GTCUSD
KRAKEN:GUNEUR
KRAKEN:GUNUSD
KRAKEN:GUSD
KRAKEN:HBAREUR
KRAKEN:HBARUSD
KRAKEN:HDXEUR
KRAKEN:HDXUSD
KRAKEN:HEUR
KRAKEN:HFTEUR
KRAKEN:HFTUSD
KRAKEN:HIPPOEUR
KRAKEN:HIPPOUSD
KRAKEN:HMSTREUR
KRAKEN:HMSTRUSD
KRAKEN:HNTEUR
KRAKEN:HNTUSD
KRAKEN:HOLOEUR
KRAKEN:HOLOUSD
KRAKEN:HONEYEUR
KRAKEN:HONEYUSD
KRAKEN:HOUSEEUR
KRAKEN:HOUSEUSD
KRAKEN:HPOS10IEUR
KRAKEN:HPOS10IUSD
KRAKEN:HUSD
KRAKEN:IAGEUR
KRAKEN:IAGUSD
KRAKEN:ICNTEUR
KRAKEN:ICNTUSD
KRAKEN:ICPEUR
KRAKEN:ICPUSD
KRAKEN:ICXEUR
KRAKEN:ICXUSD
KRAKEN:IDEXEUR
KRAKEN:IDEXUSD
KRAKEN:IMXEUR
KRAKEN:IMXUSD
KRAKEN:INITEUR
KRAKEN:INITUSD
KRAKEN:INJEUR
KRAKEN:INJUSD
KRAKEN:INTREUR
KRAKEN:INTRUSD
KRAKEN:IPEUR
KRAKEN:IPUSD
KRAKEN:JAILSTOOLEUR
KRAKEN:JAILSTOOLUSD
KRAKEN:JASMYEUR
KRAKEN:JASMYUSD
KRAKEN:JITOSOLEUR
KRAKEN:JITOSOLSOL
KRAKEN:JITOSOLUSD
KRAKEN:JOEEUR
KRAKEN:JOEUSD
KRAKEN:JSTEUR
KRAKEN:JSTUSD
KRAKEN:JTOEUR
KRAKEN:JTOUSD
KRAKEN:JUNOEUR
KRAKEN:JUNOUSD
KRAKEN:JUPEUR
KRAKEN:JUPUSD
KRAKEN:KAITOEUR
KRAKEN:KAITOUSD
KRAKEN:KAREUR
KRAKEN:KARUSD
KRAKEN:KASEUR
KRAKEN:KASUSD
KRAKEN:KASUSDT
KRAKEN:KAVAEUR
KRAKEN:KAVAUSD
KRAKEN:KEEPEUR
KRAKEN:KEEPUSD
KRAKEN:KERNELEUR
KRAKEN:KERNELUSD
KRAKEN:KETEUR
KRAKEN:KETUSD
KRAKEN:KEYEUR
KRAKEN:KEYUSD
KRAKEN:KGENEUR
KRAKEN:KGENUSD
KRAKEN:KINEUR
KRAKEN:KINTEUR
KRAKEN:KINTUSD
KRAKEN:KINUSD
KRAKEN:KMNOEUR
KRAKEN:KMNOUSD
KRAKEN:KNCEUR
KRAKEN:KNCUSD
KRAKEN:KOBANEUR
KRAKEN:KOBANUSD
KRAKEN:KP3REUR
KRAKEN:KP3RUSD
KRAKEN:KSMEUR
KRAKEN:KSMGBP
KRAKEN:KSMUSD
KRAKEN:KTAEUR
KRAKEN:KTAUSD
KRAKEN:L3EUR
KRAKEN:L3USD
KRAKEN:LAVAEUR
KRAKEN:LAVAUSD
KRAKEN:LAYEREUR
KRAKEN:LAYERUSD
KRAKEN:LCAPEUR
KRAKEN:LCAPUSD
KRAKEN:LCXEUR
KRAKEN:LCXUSD
KRAKEN:LDOEUR
KRAKEN:LDOUSD
KRAKEN:LINEAEUR
KRAKEN:LINEAUSD
KRAKEN:LINKAUD
KRAKEN:LINKETH
KRAKEN:LINKEUR
KRAKEN:LINKGBP
KRAKEN:LINKJPY
KRAKEN:LINKUSD
KRAKEN:LINKUSDC
KRAKEN:LINKUSDT
KRAKEN:LINKXBT
KRAKEN:LIONEUR
KRAKEN:LIONUSD
KRAKEN:LITEUR
KRAKEN:LITUSD
KRAKEN:LMWREUR
KRAKEN:LMWRUSD
KRAKEN:LOBOEUR
KRAKEN:LOBOUSD
KRAKEN:LOCKINEUR
KRAKEN:LOCKINUSD
KRAKEN:LOFIEUR
KRAKEN:LOFIUSD
KRAKEN:LPTEUR
KRAKEN:LPTUSD
KRAKEN:LQTYEUR
KRAKEN:LQTYUSD
KRAKEN:LRCEUR
KRAKEN:LRCUSD
KRAKEN:LSETHETH
KRAKEN:LSETHEUR
KRAKEN:LSETHUSD
KRAKEN:LSKEUR
KRAKEN:LSKUSD
KRAKEN:LSSOLEUR
KRAKEN:LSSOLSOL
KRAKEN:LSSOLUSD
KRAKEN:LTCAUD
KRAKEN:LTCETH
KRAKEN:LTCGBP
KRAKEN:LTCUSDC
KRAKEN:LTCUSDT
KRAKEN:LUNA2EUR
KRAKEN:LUNA2USD
KRAKEN:LUNAEUR
KRAKEN:LUNAUSD
KRAKEN:MANAEUR
KRAKEN:MANAUSD
KRAKEN:MANAUSDC
KRAKEN:MANAUSDT
KRAKEN:MANAXBT
KRAKEN:MASKEUR
KRAKEN:MASKUSD
KRAKEN:MATEUR
KRAKEN:MATUSD
KRAKEN:MCEUR
KRAKEN:MCUSD
KRAKEN:MEEUR
KRAKEN:MELANIAEUR
KRAKEN:MELANIAUSD
KRAKEN:MELANIAUSDC
KRAKEN:MELANIAUSDT
KRAKEN:MEMEEUR
KRAKEN:MEMEUSD
KRAKEN:MERLEUR
KRAKEN:MERLUSD
KRAKEN:METEUR
KRAKEN:METHETH
KRAKEN:METHUSD
KRAKEN:METISEUR
KRAKEN:METISUSD
KRAKEN:METUSD
KRAKEN:MEUR
KRAKEN:MEUSD
KRAKEN:MEWEUR
KRAKEN:MEWUSD
KRAKEN:MFEUR
KRAKEN:MFUSD
KRAKEN:MICHIEUR
KRAKEN:MICHIUSD
KRAKEN:MIMEUR
KRAKEN:MIMUSD
KRAKEN:MINAEUR
KRAKEN:MINAGBP
KRAKEN:MINAUSD
KRAKEN:MINAXBT
KRAKEN:MIRAEUR
KRAKEN:MIRAUSD
KRAKEN:MIREUR
KRAKEN:MIRROREUR
KRAKEN:MIRRORUSD
KRAKEN:MIRUSD
KRAKEN:MNGOEUR
KRAKEN:MNGOUSD
KRAKEN:MNTEUR
KRAKEN:MNTUSD
KRAKEN:MOCAEUR
KRAKEN:MOCAUSD
KRAKEN:MOGEUR
KRAKEN:MOGUSD
KRAKEN:MONEUR
KRAKEN:MONUSD
KRAKEN:MOODENGEUR
KRAKEN:MOODENGUSD
KRAKEN:MOONEUR
KRAKEN:MOONUSD
KRAKEN:MORPHOEUR
KRAKEN:MORPHOUSD
KRAKEN:MOVEEUR
KRAKEN:MOVEUSD
KRAKEN:MOVREUR
KRAKEN:MOVRUSD
KRAKEN:MSOLEUR
KRAKEN:MSOLUSD
KRAKEN:MUBARAKEUR
KRAKEN:MUBARAKUSD
KRAKEN:MULTIEUR
KRAKEN:MULTIUSD
KRAKEN:MUSD
KRAKEN:MVEUR
KRAKEN:MVUSD
KRAKEN:MXCEUR
KRAKEN:MXCUSD
KRAKEN:MXNBUSD
KRAKEN:MYXEUR
KRAKEN:MYXUSD
KRAKEN:NANOEUR
KRAKEN:NANOUSD
KRAKEN:NEAREUR
KRAKEN:NEARUSD
KRAKEN:NEIROEUR
KRAKEN:NEIROUSD
KRAKEN:NILEUR
KRAKEN:NILUSD
KRAKEN:NMREUR
KRAKEN:NMRUSD
KRAKEN:NOBODYEUR
KRAKEN:NOBODYUSD
KRAKEN:NODEEUR
KRAKEN:NODEUSD
KRAKEN:NODLEUR
KRAKEN:NODLUSD
KRAKEN:NOSEUR
KRAKEN:NOSUSD
KRAKEN:NOTEUR
KRAKEN:NOTUSD
KRAKEN:NPCEUR
KRAKEN:NPCUSD
KRAKEN:NTRNEUR
KRAKEN:NTRNUSD
KRAKEN:NYMEUR
KRAKEN:NYMUSD
KRAKEN:OBOLEUR
KRAKEN:OBOLUSD
KRAKEN:OBOLUSDT
KRAKEN:OCEANEUR
KRAKEN:OCEANUSD
KRAKEN:ODOSEUR
KRAKEN:ODOSUSD
KRAKEN:OGNEUR
KRAKEN:OGNUSD
KRAKEN:OMEUR
KRAKEN:OMGEUR
KRAKEN:OMGUSD
KRAKEN:OMNIEUR
KRAKEN:OMNIUSD
KRAKEN:OMUSD
KRAKEN:ONDOEUR
KRAKEN:ONDOUSD
KRAKEN:OOBEUR
KRAKEN:OOBUSD
KRAKEN:OPENEUR
KRAKEN:OPENUSD
KRAKEN:OPEUR
KRAKEN:OPUSD
KRAKEN:ORCAEUR
KRAKEN:ORCAUSD
KRAKEN:ORDEREUR
KRAKEN:ORDERUSD
KRAKEN:OSMOEUR
KRAKEN:OSMOUSD
KRAKEN:OXTEUR
KRAKEN:OXTUSD
KRAKEN:OXYEUR
KRAKEN:OXYUSD
KRAKEN:PARTIEUR
KRAKEN:PARTIUSD
KRAKEN:PAXGETH
KRAKEN:PAXGEUR
KRAKEN:PAXGUSD
KRAKEN:PAXGXBT
KRAKEN:PDAEUR
KRAKEN:PDAUSD
KRAKEN:PEAQEUR
KRAKEN:PEAQUSD
KRAKEN:PEAQUSDC
KRAKEN:PENDLEEUR
KRAKEN:PENDLEUSD
KRAKEN:PENGUEUR
KRAKEN:PENGUUSD
KRAKEN:PENGUUSDC
KRAKEN:PENGUUSDT
KRAKEN:PEPEAUD
KRAKEN:PEPECAD
KRAKEN:PEPEEUR
KRAKEN:PEPEGBP
KRAKEN:PEPEUSD
KRAKEN:PERPEUR
KRAKEN:PERPUSD
KRAKEN:PHAEUR
KRAKEN:PHAUSD
KRAKEN:PIPEEUR
KRAKEN:PIPEUSD
KRAKEN:PLANCKEUR
KRAKEN:PLANCKUSD
KRAKEN:PLAYEUR
KRAKEN:PLAYUSD
KRAKEN:PLUMEEUR
KRAKEN:PLUMEUSD
KRAKEN:PNUTEUR
KRAKEN:PNUTUSD
KRAKEN:POLEUR
KRAKEN:POLISEUR
KRAKEN:POLISUSD
KRAKEN:POLSEUR
KRAKEN:POLSUSD
KRAKEN:POLUSD
KRAKEN:PONDEUR
KRAKEN:PONDUSD
KRAKEN:PONKEEUR
KRAKEN:PONKEUSD
KRAKEN:POPCATEUR
KRAKEN:POPCATGBP
KRAKEN:POPCATUSD
KRAKEN:PORTALEUR
KRAKEN:PORTALUSD
KRAKEN:POWREUR
KRAKEN:POWRUSD
KRAKEN:PRCLEUR
KRAKEN:PRCLUSD
KRAKEN:PRIMEEUR
KRAKEN:PRIMEUSD
KRAKEN:PROEUR
KRAKEN:PROMPTEUR
KRAKEN:PROMPTUSD
KRAKEN:PROUSD
KRAKEN:PROVEEUR
KRAKEN:PROVEUSD
KRAKEN:PSTAKEEUR
KRAKEN:PSTAKEUSD
KRAKEN:PTBEUR
KRAKEN:PTBUSD
KRAKEN:PUFFEREUR
KRAKEN:PUFFERUSD
KRAKEN:PUMPEUR
KRAKEN:PUMPSOL
KRAKEN:PUMPUSD
KRAKEN:PUPSEUR
KRAKEN:PUPSUSD
KRAKEN:PYTHEUR
KRAKEN:PYTHUSD
KRAKEN:PYUSDEUR
KRAKEN:PYUSDUSD
KRAKEN:QEUR
KRAKEN:QIEUR
KRAKEN:QIUSD
KRAKEN:QNTEUR
KRAKEN:QNTUSD
KRAKEN:QTUMEUR
KRAKEN:QTUMUSD
KRAKEN:QUSD
KRAKEN:RADEUR
KRAKEN:RADUSD
KRAKEN:RAIINEUR
KRAKEN:RAIINUSD
KRAKEN:RAREEUR
KRAKEN:RAREUSD
KRAKEN:RARIEUR
KRAKEN:RARIUSD
KRAKEN:RAYEUR
KRAKEN:RAYUSD
KRAKEN:RBCEUR
KRAKEN:RBCUSD
KRAKEN:REDEUR
KRAKEN:REDUSD
KRAKEN:REKTEUR
KRAKEN:REKTUSD
KRAKEN:RENDEREUR
KRAKEN:RENDERUSD
KRAKEN:RENEUR
KRAKEN:RENUSD
KRAKEN:REPV2EUR
KRAKEN:REPV2USD
KRAKEN:REQEUR
KRAKEN:REQUSD
KRAKEN:RETARDIOEUR
KRAKEN:RETARDIOUSD
KRAKEN:REZEUR
KRAKEN:REZUSD
KRAKEN:RHEAEUR
KRAKEN:RHEAUSD
KRAKEN:RIVEREUR
KRAKEN:RIVERUSD
KRAKEN:RIZEEUR
KRAKEN:RIZEUSD
KRAKEN:RLCEUR
KRAKEN:RLCUSD
KRAKEN:RLUSDEUR
KRAKEN:RLUSDUSD
KRAKEN:RLUSDUSDC
KRAKEN:RLUSDUSDT
KRAKEN:ROOKEUR
KRAKEN:ROOKUSD
KRAKEN:RPLEUR
KRAKEN:RPLUSD
KRAKEN:RSCEUR
KRAKEN:RSCUSD
KRAKEN:RSREUR
KRAKEN:RSRUSD
KRAKEN:RUJIEUR
KRAKEN:RUJIUSD
KRAKEN:RUNEEUR
KRAKEN:RUNEUSD
KRAKEN:RVVEUR
KRAKEN:RVVUSD
KRAKEN:SAFEEUR
KRAKEN:SAFEUSD
KRAKEN:SAGAEUR
KRAKEN:SAGAUSD
KRAKEN:SAHARAEUR
KRAKEN:SAHARAUSD
KRAKEN:SAMOEUR
KRAKEN:SAMOUSD
KRAKEN:SANDEUR
KRAKEN:SANDGBP
KRAKEN:SANDUSD
KRAKEN:SANDXBT
KRAKEN:SAPIENEUR
KRAKEN:SAPIENUSD
KRAKEN:SAROSEUR
KRAKEN:SAROSUSD
KRAKEN:SBREUR
KRAKEN:SBRUSD
KRAKEN:SCAEUR
KRAKEN:SCAUSD
KRAKEN:SCEUR
KRAKEN:SCRTEUR
KRAKEN:SCRTUSD
KRAKEN:SCUSD
KRAKEN:SCXBT
KRAKEN:SDNEUR
KRAKEN:SDNUSD
